letter_number,name,drainage,basin,junesucker_notes,coordinates,map_link,size_acres,max_depth_ft,elevation_ft,dwr_notes,fish_species,fishing_pressure,jed_notes,status,trip_reports,notes_needs_update,no_fish,lat,lng,coord_source,coord_status
WR-56,Figure-Eight,White Rocks Drainage,,\N,\N,\N,3.6,5,10660,"Figure Eight Lake is a shallow, hourglass shaped lake that sits on a rocky bench 0.1 mile
northwest of Chepeta Lake. The lake sits at 10,660 feet in elevation and is 3.6 surface acres
with a maximum depth of only five feet. For access, hike across the dam and around the west
shoreline of Chepeta Lake to the Figure Eight Lake outlet in the northwest corner of the lake.
Follow the outlet upstream to Figure Eight Lake. Total distance is approximately 1.3 miles from
the Chepeta Lake parking area depending on how full Chepeta Lake is. A few campsites can be
found in the rough terrain surrounding the lake, but horse access is difficult. Spring water is also
available. A naturally reproducing population of Colorado River cutthroat trout inhabit the lake.
Fishing pressure is light.",Cutthroats*,Low,\N,\N,\N,0,0,40.7971389,-110.026292,osm-name,seed_unverified
WR-57,Sharlee,White Rocks Drainage,,\N,\N,\N,9.4,4,10740,"Sharlee Lake is a pretty lake located on a high bench on the northwest side of Reader Lakes
Basin. The lake is surrounded by open meadows making it an ideal fly casting lake. Sharlee Lake
sits at 10,740 feet in elevation and is 9.4 surface acres with a maximum depth of only 4 feet. To
access the lake, take the Highline Trail west from the Chepeta Lake Trailhead or from the
trailhead at Reader Creek head north. Sharlee Lake is approximately 1.5 miles along the Highline
Trail from the Chepeta Lake Trailhead and 1.8 miles from the Reader Creek Trailhead. If you take
the Reader Creek Trailhead follow the trail to the second large meadow for 1.5 miles to the
Sharlee Lake outlet just before the trail crosses Reader Creek the second time. From here follow
the outlet upstream to Sharlee Lake for the remaining 0.3 mile. Campsites and horse feed are
abundant, but springs are uncommon. Sharlee Lake supports a population of cutthroat trout.
Fishing pressure is moderate.","Brookies*, Cutthroats",Low,\N,\N,\N,0,0,40.7845945,-110.0454711,osm-name,seed_unverified
WR-58,Elbow,White Rocks Drainage,,\N,\N,\N,27.4,17,10910,"This fairly large, picturesque lake is located at the base of a steep cliff approximately one mile
west of Chepeta Lake. Elbow Lake sits at 10,910 feet in elevation and is 27.4 surface acres with
a maximum depth of 27 feet. There is no trail to Elbow Lake so access is cross country up the
slope west of Chepeta through downed timber and rocks. A more certain route is to follow the
west shoreline of Chepeta Lake to the lake’s northwest corner where the Elbow Lake outlet
enters Chepeta. Following the outlet up to Elbow Lake is still rough going but the odds of
becoming disoriented are lessened. Alternatively, you can also take the old Highline Trail across
the Chepeta Lake Dam west 1.3 miles to Sharlee Lake. Elbow Lake sits 0.5 mile north of Sharlee
Lake. Good campsites are found primarily along the west side of the lake. Springs are located
along the lake’s southwestern tip and horse feed is fairly scarce. Elbow Lake is stocked with
brook trout and fishing pressure is moderate.",Brookies,Moderate,\N,\N,\N,0,0,40.7948865,-110.0399858,osm-name,seed_unverified
WR-6,Point (Adams),White Rocks Drainage,,\N,\N,\N,16.1,21,10720,"Point Lake is an elongated lake that lies on a high, rocky bench below the tip of the mountain
ridge that separates Rasmussen Lakes Basin from the Cleveland Lake area. The lake sits at
10,720 feet in elevation and is 16.1 surface acres with a maximum depth of 21 feet. There is no
trail to the lake, however access is straightforward. Just follow the trail north from the West Fork
Trailhead to the confluence of the West Fork Whiterocks River and Point Lake outlet at
approximately the 2.8 mile mark. Follow the outlet upstream to Point Lake. There are few good
campsites, due to the rough, rocky terrain. For the same reason horse access is also difficult.
Better campsites and horse feed are located to the east along the West Fork Whiterocks River.
Springs are located northwest of the lake along the bottom of the talus slope. Point Lake is
stocked with brook trout and a few cutthroat trout also inhabit the lake. Fishing pressure is light
to moderate.",Brookies,Low,\N,\N,\N,0,0,\N,\N,\N,\N
WR-63,Hidden,White Rocks Drainage,,\N,\N,\N,13.2,27,10500,"Hidden Lake is located at the base of a rocky knob 0.25 mile west of the Chepeta Lake Road
where Lynn Creek crosses the road. The lake sits at an elevation of 10,350 feet, and is 13.2
surface acres with a maximum depth of 45 feet. The lake is surrounded by timber and is difficult
to fly fish without waders or a willingness to get wet. A trail to the lake begins approximately 100
yards south of where Lynn Creek crosses the road. Although the trail bypasses the lake itself a
sign points to its general direction. There are a few campsites, but horse feed is scarce in the
immediate vicinity. Springs are located along the shoreline. Fishing pressure is moderate for
stocked cutthroat trout.","Brookies*, Cutthroats",Moderate,\N,\N,\N,0,0,40.7441849,-110.0328377,osm-name-drainage,seed_unverified
WR-64,Chepeta,White Rocks Drainage,,"## Location:
Chepeta Lake also known as WR-64 is located in Duchesne County, Utah. From Roosevelt take US 40 until your reach Eagle View Elementary School. Turn east directly after the school onto White Rocks Highway which is also called 5750 East. The road eventually turns into Farm Creek Road. After about 20 miles on the road from highway 40 there will be a turn for FR117 also known as Elkhorn Loop. A lot of people will miss the turn but its easy to tell because the road will look like you're entering private property if you miss the turn. You will follow FR117/Elkhorn loop about 14 Miles east until you hit a fork with a sign for Chepeta Lake/Pole Creek Lake. Turn right and follow the road another ten miles. The parking is about 200 yards away from the lake. There is also various spots to unload horse trailers just before the lake.

## Fish Species:
Brook Trout, and Rainbow Trout

## DWR Info:
Elevation 10,600 feet. Maximum surface acres 50, maximum depth 60 feet. Reservoir with 20-foot dam on the south end of the lake. Size and depth fluctuates. Located 20 miles from Paradise Park Reservoir. Several fishing streams enter this large reservoir. Excellent campsites with plenty of horse feed. Good fishing for Brook Trout. Heavy fishing pressure. Plenty of open shoreline for fly fishermen with hip boots. Several good fishing lakes nearby. A small rubber boat or raft is helpful on this large water. Some natural reproduction. Large insect population too, and they bite as fast as the fish. Stocked cyclically with brook trout.

## Other Info:
Chepeta Lake was named after the native american princess chipeta.

## Nearby Areas to Fish:
Whiterocks river, Moccasin Lake, Wigwam Reservoir, Wigwam Lake, Papoose Lake, Elbow Lake, Reader Lakes, Walk Up Lake, Jessen Lake, Tamarack Lake, Spirit Lake, Workman Lake, Teds Lake, Saucer Lake, Sand Lake, Dollar Lake, Whiterocks Lake, Pearl lake, Dagget Lake, Hidden Lake, Quent Lake, Rasmussen lakes, Cirque Lake.",\N,\N,135.0,60,10600,"Chepeta is a reservoir that is the largest water in the Whiterocks River drainage. The lake sits at
an elevation of 10,560 feet, and at full pool has a maximum depth of 55 feet, and is 135 surface
acres. The lake is regularly drawn down for irrigation, particularly in late summer. Access to the
lake is by vehicle, making it a popular destination for day outings and extended camping. To
access the lake take the Elkhorn Loop road from either the Farm Creek or Uinta Canyon side.
From the Farm Creek side the road winds up the mountain and at 0.6 mile before you get to Pole
Creek campground the road to Chepeta is on the right. From the Uinta side go 0.6 mile past the
Pole Creek Campground to get to the Chepeta Lake road. From this point the road takes you to a
parking area 200 yards south of Chepeta Lake. Campsites are plentiful in the area and abundant
horse feed is located south of the lake. There are a few springs in the area; however, their quality
is questionable due to the heavy recreational use. The Chepeta Lake trailhead, located 0.5 mile
south of Chepeta Lake parking, provides access to lakes in the East Fork Whiterocks and the
Reader Lakes area to the west. Chepeta Lake is stocked with cutthroat trout but also supports
brook trout sustained through natural reproduction. Fishing pressure is quite heavy, particularly
on weekends.","Brookies, Cutthroats",High,\N,\N,\N,0,0,40.7917253,-110.0183646,osm-name,seed_unverified
WR-65,Hell Hole,White Rocks Drainage,,\N,\N,\N,5.4,6,10760,"Hell Hole Lake is a shallow, natural lake located on a high bench on the northwest side of Reader
Lakes Basin. The lake sits at 10,760 feet in elevation and is 5.4 surface acres with a maximum
depth of only 3 feet. To access the lake use the Reader Creek Trailhead and take the trail north
to the top of the second large meadow approximately 1.5 miles from the trailhead. At the head
of this meadow the tributary from Hell Hole Lake enters Reader Creek in the northwest corner.
Follow the tributary for another 0.5 mile to Hell Hole Lake. There are a few campsites at the lake
and spring water on the west side of the lake. Plenty of horse feed is found in the meadows
surrounding the lake. Hell Hole Lake is prone to winterkill. Fishing pressure is light for stocked
cutthroat trout. Additional fish do migrate into the lake from the outlet.","Brookies*, Cutthroats",Moderate,\N,\N,\N,0,0,40.7764958,-110.0605534,osm-designation,seed_unverified
WR-66,Reader,White Rocks Drainage,,\N,\N,\N,10.2,10,10960,"Upper Reader Lake is a shallow, picturesque lake located approximately 0.7 mile northwest of
Horseshoe Lake at the head of Reader Basin. The lake sits at 10,960 feet in elevation and is 10.2
surface acres with a maximum depth of 9 feet. To access the lake take the Highline Trail from
the Chepeta Lake Trailhead or from the trailhead at Reader Creek to the large meadow at the
head of the drainage. From the trailhead at Reader Creek this will be the third large meadow
along the trail. At the bottom of this meadow the Highline Trail and Reader Creek Trail join. From
this intersection follow Reader Creek cross-country up the wet and rocky meadow north 1.4
miles to Upper Reader Lake. There are a few campsites near the lake and water can be found in
the inlet on the west side. There is limited horse feed at the lake itself but excellent feed in the
large meadow below the lake along Reader Creek. Reader Lake has winterkilled in the past and
was not actively managed as a fishery. However, we are presently stocking grayling on an
experimental basis and will assess the survival of this species in the lake. Cutthroat trout also
occasionally migrate into the lake from Reader Creek. Fishing pressure is light.","Brookies*, Cutthroats",Moderate,\N,\N,\N,0,0,40.7982732,-110.0752865,osm-name,seed_unverified
WR-67,Horseshoe,White Rocks Drainage,,\N,\N,\N,11.3,14,10860,"Horseshoe Lake is located at the toe of a rocky bluff in Reader Lakes Basin, 3 miles from the
Chepeta Lake Trailhead and 2.6 miles from the trailhead at Reader Creek. The lake sits at 10,860
feet in elevation and is 11.3 surface acres with a maximum depth of 14 feet. To access the lake
take the Highline Trail from the Chepeta Lake Trailhead or from the trailhead at Reader Creek to
the large meadow at the head of the drainage. From the trailhead at Reader Creek this will be the
third large meadow along the trail. At the bottom of this meadow the Highline Trail and Reader
Creek Trail join. From this intersection continue cross country up the wet and rocky meadow
north 0.5 mile to Horseshoe Lake. Spring water and campsites are available at the lake. There is
ample horse feed in the large meadow west of the lake. The lake is stocked with cutthroat trout
and fishing pressure is light to moderate.",Cutthroats,Low,\N,\N,\N,0,0,40.7901793,-110.0595688,osm-name-drainage,seed_unverified
WR-7,Cleveland,White Rocks Drainage,,\N,\N,\N,23.1,6,10700,"Cleveland Lake is located next to the West Fork Whiterocks Trail approximately 4 miles north
from the trailhead. The lake sits at an elevation of 10,640 feet and is 23.1 surface acres with a
maximum depth of only 6 feet. Good campsites and abundant horse feed are found in the area,
but there are no springs in the immediate area. Cleveland Lake is stocked with brook trout every
five years. Cutthroat trout occupied the lake in the past but none were caught during the most

recent survey in 2021. Cleveland Lake receives a fair amount of fishing pressure due to the close
proximity of the lake to the trail and the popular Queant Lake area, 0.5 mile to the east.","Brookies, Cutthroats*",High,\N,\N,\N,0,0,40.7631543,-110.1115633,osm-name-drainage,seed_unverified
WR-73,\N,White Rocks Drainage,,\N,\N,\N,7.1,\N,10960,"Tamara is a picturesque, remote lake which sits at the very head of the Rasmussen Lakes Basin
in the West Fork of the Whiterocks drainage. From Eric Lake (see Eric Lake access), continue up
the bottom of the basin, past Nellie Lake and up a steep, rocky slope through downed timber.
Total distance from the West Fork Trailhead is 4.2 miles, all of it is cross-country. Horseback

access is, at best, very difficult and not recommended. Tamara Lake is triangular in shape with
talus slopes forming two of the sides. Large boulders make up the entire perimeter of the lake,
and the footing is treacherous. The lake is 7.1 acres, 10,960 feet in elevation, with a maximum
depth of 18 feet. Campsites are absent due to the rough terrain, and there is no spring water. All
camping amenities and horse feed are found in the bottom of Rasmussen Lakes Basin. Fishing
pressure is light for stocked cutthroat trout.","Brookies*, Cutthroats",Low,\N,\N,\N,0,0,40.7444676,-110.1325928,osm-designation,seed_unverified
WR-74,\N,White Rocks Drainage,,\N,\N,\N,3.4,14,11000,"Ann Lake sits at an elevation of 10,910 feet, has a maximum depth of 14 feet and is 3.4 surface
acres. The lake is located at the head of Rassmussen Lakes Basin four miles west of the West
Fork Whiterocks Trailhead. Ann Lake lies at the base of a talus slope 0.5 mile northwest of Eric
Lake. A few springs enter the lake on its northeast corner. There are no maintained trails in the
basin and horse access, although possible, is moderately difficult. There are two ways to access
the lake. The closest access is the Rassmussen Lake OHV trail described above for Angel Lake
access. Instead of taking the forks for Angel Lake access, continue on the main road 2.2 miles
to the end. From the end of the road follow the retired logging road into the old timber harvest
cutting to the north then follow the ridge and logging road west towards Eric and Nellie lakes.
Eventually the old logging road ends, but continue through the timber to the first meadow (1 mile
distance from the end of the road) with the outlet to Eric Lake. Follow this stream upstream to
Eric Lake (1.2 miles) and to Nellie Lake for another 0.5 mile. Ann Lake is 0.1 mile north of Nellie
Lake. An alternative route is to start from the West Fork Whiterocks Trailhead and follow the trail
north for 1.0 miles to the confluence with the Eric Lake outlet and the West Fork Whiterocks.
From here leave the trail and follow the outlet upstream for approximately 3.0 miles through
timber and meadow to Nellie Lake. Best campsites and horse feed can be found further east on
the basin floor. A few springs enter the lake on its northeast corner. Ann Lake winterkills
regularly but is stocked with cutthroat trout every three years. Fishing pressure is very light.","Brookies*, Cutthroats",Low,\N,\N,\N,0,0,40.7442401,-110.126885,osm-designation,seed_unverified
WR-75,\N,White Rocks Drainage,,\N,\N,\N,2.7,8,10691,"Nellie is a small on-stream pond that sits near the head of Rasmussen Lakes Basin 0.4 mile
west of Eric Lake. There are no maintained trails in this basin. Total distance from the West Fork
Whiterocks Trailhead is approximately 3.7 miles. For access description see access description
for Ann Lake. The lake sits at 10,691 feet in elevation and is 2.7 surface acres with a maximum
depth of eight feet. Campsites are very scarce. What little horse feed that is present is confined

to the lakes margins. A small spring is located on the lake’s northwest shore. Fishing pressure is
light for stocked cutthroat trout and for brook trout invading from downstream.","Brookies*, Cutthroats",Low,\N,\N,\N,0,0,40.7408931,-110.1253023,osm-designation,seed_unverified
WR-76,\N,White Rocks Drainage,,\N,\N,\N,4.2,7,10610,"Eric Lake is two small, on-stream ponds located on the main drainage stream of Rasmussen
Lakes Basin. The lake sits at 10,610 feet in elevation and is 4.2 surface acres with a maximum
depth of only six feet. For access see the Ann Lake description. Eric Lake is approximately 2.1
miles from the end of Rasmussen Lakes Road or 3.5 miles west of the West Fork Trailhead.
Both ponds are nearly completely surrounded by wet meadow, which makes for great fly casting
and soggy feet. Campsites and horse feed are fairly common and there is a spring on the lake’s
south side. The lake supports populations of both brook and cutthroat trout sustained through
natural reproduction. Fishing pressure is light.",Brookies*,Unknown,\N,\N,\N,0,0,\N,\N,\N,\N
WR-77,\N,White Rocks Drainage,,\N,\N,\N,4.0,15,10800,"4 acres, elevation 10,800 feet, maximum depth 15 feet. From Rassmussen one mile west or from WR-76, ½ mile south. Rough terrain, no trail rock slides form half the shoreline. No campsites or horse feed by the lake. Stocked experimentally with brook.",Brookies,Low,\N,\N,\N,0,0,\N,\N,\N,\N
WR-8,Taylor,White Rocks Drainage,,\N,\N,\N,22.4,53,11220,"Taylor Lake is a fairly large, deep lake located above timberline in an open, rocky cirque 2.2 miles
north of Queant Lake in the West Fork of the Whiterocks drainage. The trail comes within a few
hundred yards of the lake. Taylor can also be reached via the Chepeta Lake Trailhead across a
high, shallow saddle west of Reader Lakes Basin. Total distance from Chepeta Lake and the
West Fork Trailhead is 4.0 and 6.3 miles, respectively. Taylor Lake is 22.4 acres, 11,220 feet in
elevation, with a maximum depth of 53 feet. Campsites are scarce in the rough terrain
surrounding the lake, and there is no horse feed. A cluster of springs are located along the
northwest shore. Fly fishing is relatively easy, given the lack of large trees, which tend to inhibit
back-casting. The large rocks and low scraggly bushes along the shore, however, make for
difficult walking. Watch your step. Taylor Lake sustains moderate fishing pressure for stocked
brook trout.

Ted’s Lake, WR-44
This popular lake lies in the middle of a series of meadows in the East Fork Whiterocks River
drainage. Ted’s Lake sits at an elevation of 10,336 feet and is 14.1 surface acres with a
maximum depth of 20 feet. The lake can be accessed from either the Chepeta Lake Trailhead or
from the Paradise Lake side. From the Chepeta Lake Trailhead take the highline trail east for just
over 0.5 mile to where an old OHV trail hits the trail from the south. Take the OHV trail south to
where it crosses the East Fork Whiterocks River. Continue up the slope until you reach a trail
junction at the base of a wet meadow. Ted’s Lake sits 0.3 mile to the northeast. From the
Paradise Lake side take the old road to Cliff Lake (see Cliff Lake access). Just before the end of
the road an old OHV trail cuts north. Park and hike to the trail junction alluded to above then
continue to Ted’s Lake. Campsites and horse feed are plentiful, but good spring water can be
hard to find. Most of the shoreline is open and fly casting is nearly hassle-free. The relatively
wide expanses of shallow water close to shore tend to make trout a bit wary. Most people agree

that late evening is the most productive time for angling. Ted’s Lake is stocked with brook trout
and fishing pressure is moderate to heavy.",Brookies,Low,\N,\N,\N,0,0,40.7874216,-110.0919627,osm-name,seed_unverified
WR-9,\N,White Rocks Drainage,,\N,\N,\N,3.1,12,11160,"Denise Lake is located on a high bench in the West Fork Whiterocks River drainage 1.3 miles
northeast of Queant Lake. The lake sits at 11,160 feet in elevation and is 3.1 surface acres with
a maximum depth of nine feet. It can be accessed from the West Fork, RC Lake Road, Reader
Creek or Chepeta Lake trailheads. Total distance for each of these access points is
approximately 5.9, 3.9, 4.1 and 4.5 miles. For access from the West Fork Trailhead or RC Lake
Road see description for Queant Lake. From Queant Lake follow the large meadow on the east
side of Queant in a northeast direction for 1.3 miles to Denise Lake. From the Reader Creek
Trailhead follow the trail north to the Highline trail junction then follow the Highline Trail up the
ridge west of Reader Lakes Basin. From the Chepeta Lake Trailhead take the highline trail west
and up the same ridge after crossing Reader Creek. During dry years good campsites are
available in the edges of a small, grassy meadow on the lake’s north shore. These areas are
often too wet for comfortable camping any other time. The meadow provides a little horse feed
and there is a small spring on the northeast shore. Fishing pressure is fairly light for stocked
brook trout.",Brookies,Low,\N,\N,\N,0,0,\N,\N,\N,\N
X-1,Shawdow,Rock Creek Drainage,,\N,\N,\N,7.2,22,9940,"This natural lake is situated in Grandaddy Basin approximately 1/2 mile southeast of the Brinton Meadows Guard Station. Shadow Lake can be reached by following the maintained trail that runs from Brinton Meadows to Lost Lake. Approximately 1/2 mile east of the guard station a spur trail leads south 1/4 mile to Shadow Lake. The lake is 7.2 acres, 9,940 feet in elevation, with a maximum depth of 22 feet. It is located 11.9 miles from Mirror Lake, 9.3 miles from the Upper Stillwater Trailhead, and 5.3 miles from the Grandview Trailhead. A few campsites are located in the timber around the lake. Spring water is not available. The best horse feed is located in a series of meadows 200 yards west of the lake. The lake supports large numbers of brook trout and a few cutthroat sustained solely through natural reproduction. Fishing pressure is moderate.","Brookies*, Cutthroats*",Moderate,\N,\N,\N,0,0,\N,\N,\N,\N
X-10,Mohawk,Rock Creek Drainage,,\N,\N,\N,38.3,32,10380,"Mohawk Lake is one of the more popular waters of Grandaddy Basin and a favorite of Scout groups, especially early in the season. The lake is located 3/4 mile west of Grandaddy Lake at the end of a well-marked trail. It is 50.8 acres, 10,380 feet in elevation, with a maximum depth of 23 feet. The lake is located 4.1 miles from the Grandview Trailhead, 10.2 miles from the Upper Stillwater Trailhead, and 13.9 miles from Mirror Lake. Campsites and spring water are found around the entire lake, but the best horse feed is located in the larger wet meadows on the west and north sides. Mohawk Lake has a good population of brook trout sustained through natural reproduction, and it also supports a small population of cutthroat trout. Early season anglers may improve their chances of success if they use a small inflatable raft. Be sure to wear a good life vest. Fishing pressure is heavy.","Brookies*, Cutthroats*",Moderate,\N,\N,\N,0,0,40.607527,-110.8239776,osm-name,seed_unverified
X-100,Young,Rock Creek Drainage,,\N,\N,\N,4.0,19,10310,"Young Lake is a small circular pond located 10.5 miles from the Upper Stillwater Trailhead by way of the Ledge Trail (USFS #121) through Squaw Basin and 16.6 miles from Moon Lake over Tworoose Pass. It is 4.0 acres, 10,310 feet in elevation, with 19 feet maximum depth. The lake is 1/4 mile west of the Ledge Trail through rough, rocky timber. Access is impossible by horseback. There are few campsites and no spring water at the lake. Fishing pressure is light for stocked cutthroat trout.",Cutthroats,Low,\N,\N,\N,0,0,40.677894,-110.6922182,osm-name,seed_unverified
X-103,Superior,Yellowstone Drainage,,\N,\N,\N,36.0,26,11163,"This fluctuating reservoir has an earthen dam on the south end and sits in open, rocky terrain. It is 36 acres, 11,163 feet in elevation, with 26 feet maximum depth. Access is 1 mile north of Five Point Reservoir along a good Forest Service trail. Total distance from the Swift Creek Trailhead is 13 miles. Horse access is easy, but there is little horse feed and few campsites. Brook trout are abundant in the lake and are sustained through natural reproduction. Angling pressure is moderate.",Brookies*,Moderate,\N,\N,\N,0,0,40.7285523,-110.4731611,osm-name,seed_unverified
X-104,Little Superior,Yellowstone Drainage,,\N,\N,\N,13.9,24,11208,"This natural lake sits in rocky tundra. It is 13.9 acres, 11,208 feet in elevation, with 24 feet maximum depth. Access is north 1 mile from Five Point Reservoir to Superior Lake; follow this lake's main inlet stream northwest 1/4 mile. There is no camping and little horse feed. The fishery is an abundant self-sustaining population of rather slow-growing brook trout. Angling and camping pressure are very light.",Brookies*,Low,\N,\N,\N,0,0,40.7333572,-110.4738155,osm-name,seed_unverified
X-105,\N,Yellowstone Drainage,,\N,\N,\N,8.1,14,11456,"This natural lake is located in open, rocky tundra. It is 8.1 acres, 11,456 feet in elevation, with 14 feet maximum depth. Follow the trail from Five Point Reservoir 1 mile north to Superior Lake; head north-northwest along this lake's inlet stream past Little Superior Lake for 1 mile to X-105. The last mile is somewhat rugged and horsemen may find the trail difficult. Horse feed is limited and there are no campsites. The fishery is composed of cutthroat trout. Angling and camping pressure are light.",Cutthroats,Low,\N,\N,\N,0,0,40.7424104,-110.4791799,osm-designation,seed_unverified
X-106,Five Point Reservoir,Yellowstone Drainage,,\N,\N,\N,82.0,21,11009,"This reservoir is centrally located in Garfield Basin. It is 82.0 acres, 11,009 feet in elevation, with 21 feet maximum depth. The annual fluctuation is 10 feet during the irrigation season. Access is 12 miles via good forest trails from either the Swift Creek Campground or the Hells Canyon trailhead at the bottom of Long Park. Horse access is very good. There are many campsites and limited horse feed in the open country surrounding the reservoir. Numerous pan-sized brook and cutthroat trout inhabit the lake. Angling pressure is moderate, but camping pressure is heavy. Special care should be taken not to litter or overgraze this fragile area.","Brookies*, Cutthroats",Moderate,\N,\N,\N,0,0,40.7187055,-110.4749098,osm-name,seed_unverified
X-107,Tungsten,Yellowstone Drainage,,\N,\N,\N,13.0,13,11344,"This natural lake is constricted in the middle by a narrow channel, and sits in rocky, open tundra. It is 13 acres, 11,344 feet in elevation, with 13 feet maximum depth. Access is about 16 miles north from either the Swift Creek Campground or Hells Canyon trailheads. Horse access is quite good via these well-marked Forest Service trails. Camping sites and pastures are very limited. This lake contains brook and cutthroat trout. It receives moderate angling pressure.","Brookies*, Cutthroats, Grayling*",Moderate,\N,\N,\N,0,0,40.7490277,-110.4438595,osm-name,seed_unverified
X-108,North Star,Yellowstone Drainage,,\N,\N,\N,14.0,15,11395,"This glacial lake sits in open, windswept tundra. It is 14 acres, 11,395 feet in elevation, with 15 feet maximum depth. Access is north 16 1/2 miles via a well-marked Forest Service trail from either Swift Creek Campground or Hells Canyon trailhead. Horses can be easily ridden to the lake. There are very few camping areas and horse feed is sparse; however, North Star receives moderate camping and fishing pressure. The lake contains a few pan-sized brook trout which are sustained through natural reproduction.",Brookies*,Moderate,\N,\N,\N,0,0,40.753953,-110.4516615,osm-name,seed_unverified
X-109,Spider,Yellowstone Drainage,,\N,\N,\N,20.0,31,10830,"This pretty lake has several long, finger-like bays extending into wet meadows. It is 26.7 acres, 10,830 feet in elevation, with 27 feet maximum depth. Access is gained by following the Garfield Basin Trail from Five Point Reservoir for 1 1/2 miles. Excellent horse pasture exists in large wet meadows around the lake. Spring water and camping sites are abundant. The lake is stocked with cutthroat trout and receives moderate to heavy angling pressure.","Brookies, Cutthroats*",High,\N,\N,\N,0,0,40.6996098,-110.4774418,osm-name,seed_unverified
X-11,Marsell,Duchesne River Drainage,,\N,\N,\N,16.4,50,10470,"This natural lake is situated at the base of West Grandaddy Mountain in the Marsell Canyon Drainage. Marsell in 16.4 acres, 10,470 feet in elevation, with 50 feet maximum depth. The lake is accessible on the Grandaddy Trail north from the Grandview Trailhead (see Rock Creek Drainage Map). Leave the trail at a point 1/2 mile north of Betsy Lake and proceed west along the base of a talus ridge to Marsell. The total distance from the trailhead is 5 miles. Camping opportunities are available, but horse feed is limited in the immediate vicinity. Spring water sources are present. Marsell is stocked with cutthroat trout. Fishing pressure is moderate.","Brookies*, Cutthroats",Moderate,\N,\N,\N,0,0,40.6163004,-110.8355224,osm-name,seed_unverified
X-110,Bluebell,Yellowstone Drainage,,\N,\N,\N,38.3,32,10894,"This lake sits next to a steep bald mountain and has an earthen dam which allows water levels to fluctuate 7 feet. It is 38.3 acres, 10,894 feet in elevation, with 32 feet maximum depth. Access is gained by following the east inlet stream from Spider Lake southwest 1/4 mile to Bluebell. The last 1/4 mile is thick willows, pines and large boulders, so it is best to leave horses at Spider and walk into Bluebell. Campsites near the lake are sparse and very little horse feed is available. Brook trout are very abundant and a few cutthroat are also present; both species reproduce naturally. Fishing pressure is moderate.",Brookies*,\N,\N,\N,\N,0,0,40.6961284,-110.4861746,osm-name,seed_unverified
X-111,Jill,Rock Creek Drainage,,\N,\N,\N,3.6,25,10460,"Jill Lake is 100 yards northwest of Jack Lake, 15.4 miles from the Upper Stillwater Trailhead and 12.1 miles from Mirror Lake via Rocky Sea Pass. It is 3.6 acres, 10,460 feet in elevation, with 25 feet maximum depth. This pretty lake is surrounded by pines and stocked periodically with brook trout. Fishing pressure is moderate. Campsites and horse feed can be found in meadows to the west, while spring water is located at the lake.",Brookies,Moderate,\N,\N,\N,0,0,40.7259695,-110.7355677,osm-name,seed_unverified
X-112,Ouray,Rock Creek Drainage,,\N,\N,\N,4.0,6,10380,"Ouray Lake is a shallow pond located 1/2 mile west of Jack and Jill Lakes, 14.9 miles from the Upper Stillwater Trailhead and 11.6 miles from Mirror Lake via Rocky Sea Pass. It is 4.0 acres, 10,380 feet in elevation, with 6 feet maximum depth. Campsites, horse feed, and spring water are available. Fishing should be excellent for pan-sized cutthroat. The shoreline is generally open so bring your fly rod. An occasional brook trout may also be caught. Fishing pressure is moderate.","Brookies*, Cutthroats*",Moderate,\N,\N,\N,0,0,40.7260986,-110.7420992,osm-name,seed_unverified
X-113,Ledge,Rock Creek Drainage,,\N,\N,\N,3.1,13,10845,"Ledge Lake is located west of the Forest Service trail, 14.4 miles from the trailhead at the Upper Stillwater Dam and 1.3 miles from Dead Horse Pass. It is 3.1 acres, 10,845 feet in elevation, with 13 feet maximum depth. Campsites, horse feed and spring water are abundant either at the lake or in the meadows to the east. The lake is stocked periodically with brook trout, and fishing pressure is moderate. Although not common, Ledge Lake has been known to winterkill in the past.","Brookies, Cutthroats",Moderate,\N,\N,\N,0,0,40.7251617,-110.6776515,osm-name,seed_unverified
X-117,Anderson,Rock Creek Drainage,,\N,\N,\N,5.8,12,10590,"⚠️ ROTENONE TREATED (Aug 2025) - Currently fishless. Restocking with Colorado River cutthroat trout planned for 2026.

Anderson Lake is located 13.8 miles from the Upper Stillwater Trailhead, 2.3 miles from Dead Horse Pass, and 15.6 miles from Mirror Lake via Rocky Sea Pass. It is 5.8 acres, 10,590 feet in elevation, with 12 feet maximum depth. The lake is located 100 yards east of the trail and 300 yards south of Phinney Lake. Excellent campsites and horse feed are found at the lake, and spring water is available. Anderson Lake receives moderate to heavy angling pressure. The fishery for brook trout is supported by some natural reproduction and occasional aerial stocking. An occasional cutthroat trout may also be taken.","Brookies*, Cutthroats*",High,\N,\N,\N,0,1,40.7130242,-110.6672207,osm-name,seed_unverified
